poi_name,poi_latitude,poi_longitude,poi_rating,poi_price,poi_category,tel,poi_address,distance,source,nearest_bike_station,distance_to_nearest_station,bike_station_name,bike_station_latitude,bike_station_longitude,number_of_bikes
Aytekin Usta,38.454655,27.110153,4.4,2.0,Turkish,(0232) 364 25 99,"Aksoy Cad Karşıyaka, 35580 İzmir",591.0,foursquare,Karşıyaka Evlendirme Dairesi,576.7450896166514,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
Deniz Restoran,38.450222,27.109407,4.0,4.0,"['Seafood Markets', 'Restaurants']",902323644464.0,"Yalı Cad., Karşıyaka Spor Kulubü No: 396 K: Zemin, 35430 İzmir, Turkey",1103.9701709788324,yelp,Karşıyaka Evlendirme Dairesi,131.81342706416453,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
Dante Cafe & Bar,38.4490935620889,27.1116020902991,4.2,2.0,"['Bars', 'Cafeteria']",902323230317.0,"Aksoy Mahallesi, Park İçi Yolu, 35580 Karşıyaka/İzmir, Turkey",98.27215737193744,yelp,Karşıyaka Evlendirme Dairesi,98.2724051875279,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
Rakım 35 Restaurant,38.4507420277827,27.1128831989502,4.0,Unknown,['Seafood'],902323686935.0,"Yalı Cad. No:376, Karşıyaka, 35480 İzmir, Turkey",244.34255946085284,yelp,Karşıyaka Evlendirme Dairesi,244.3431756298455,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
Adı Tadı Kahvaltı & Cafe,38.453057,27.105591,4.15,2.0,Breakfast,,"Girne Bul 24/A Karşıyaka (Girne Bulvarı), İzmir",599.0,foursquare,Yunuslar,245.35437526412792,Yunuslar,38.4511789658,27.1041118947,12
Gordios Cafe & Ev Yemekleri,38.453448,27.105936,4.2,Unknown,Turkish Home Cooking,(0232) 381 40 50,"Girne Cad 27/A, İzmir",621.0,foursquare,Yunuslar,298.1426293562831,Yunuslar,38.4511789658,27.1041118947,12
Şehnaz Özbek Mantısı,38.454571,27.106834,4.65,Unknown,Manti,0532 713 91 04,"Girne BLV 36-6A (Girne caddesi no:36-6A Karşıyaka), Karşıyaka",666.0,foursquare,Yunuslar,445.4773907959598,Yunuslar,38.4511789658,27.1041118947,12
Balıkhanee,38.455236,27.107513,4.15,3.0,Seafood,(0232) 369 99 96,"Fazıl Bey Cad No:95/1 (Fazıl Bey Caddesi), 35580 Karşıyaka",677.0,foursquare,Yunuslar,539.6519874123588,Yunuslar,38.4511789658,27.1041118947,12
Aslı Pide Pizza Ve Lahmacun Salonu,38.455236,27.10844,4.0,2.0,Turkish,(0232) 381 01 01,"1738 Sok No:87/1B Aksoy Karşıyaka (Girne Caddesi), 35530 İzmir",651.0,foursquare,Yunuslar,587.8385195497495,Yunuslar,38.4511789658,27.1041118947,12
Aksoy Pide,38.455018,27.107228,4.2,Unknown,Pide,,"Aksoy Cad (Girne Blv.), İzmir",698.0,foursquare,Yunuslar,505.8231612060111,Yunuslar,38.4511789658,27.1041118947,12
İkram Evi Karşıyaka İzmir,38.454509,27.104091,4.65,Unknown,Turkish Home Cooking,(0232) 368 50 47,Karşıyaka,354.0,foursquare,Yunuslar,370.28790194144324,Yunuslar,38.4511789658,27.1041118947,12
Cafe La Vie,38.453531,27.10091,4.4,2.0,Café,(0232) 364 35 06,"Cemal Gürsel Cad, No: 407 / A, Denizbostanlısı, 35000 Karşıyaka",403.0,foursquare,Yunuslar,382.2839204950192,Yunuslar,38.4511789658,27.1041118947,12
Thechef4U,38.455331,27.106021,4.3,Unknown,Food Court,0530 733 15 95,"Nebil Susup Sok No:112/A, İzmir",480.0,foursquare,Yunuslar,490.70384069942116,Yunuslar,38.4511789658,27.1041118947,12
Kent Restoran,38.450777,27.106885,4.3,3.0,['Seafood'],902323693074.0,"Yalı Cad., Karşıyaka, 35520 İzmir, Turkey",353.18051969265804,yelp,Yunuslar,245.58743252935344,Yunuslar,38.4511789658,27.1041118947,12
Bolu Mangal Bostan,38.4518219,27.1041843,5.0,Unknown,"['Turkish', 'Barbeque']",902324412500.0,"Kazım Dirik Cad. No.7, Pasaport, 35580 İzmir, Turkey",615.3857518714035,yelp,Yunuslar,71.76862079340181,Yunuslar,38.4511789658,27.1041118947,12
Aksoy Pide Salonu,38.4550674041927,27.1069512912487,5.0,Unknown,['Turkish'],902323236643.0,"Aksoy Mah., 1745 Sok. No:17/A, Karşıyaka, 35110 İzmir, Turkey",697.3615705544638,yelp,Yunuslar,498.07780150010683,Yunuslar,38.4511789658,27.1041118947,12
Öz Servet Pide ve Lahmacun Salonu,38.456469,27.10856,5.0,Unknown,"['Lahmacun', 'Kebab']",902323648485.0,"Aksoy Mah., 1735 Sok. No:85/A, 35580 İzmir, Turkey",796.9996861996729,yelp,Yunuslar,704.297904263664,Yunuslar,38.4511789658,27.1041118947,12
Coffemania,38.451355,27.10473,4.5,1.0,"['Cafes', 'Coffee & Tea']",902323362676.0,"Bostanlı Mah., Cemal Gürsel Cad., 35480 İzmir, Turkey",57.27379003503993,yelp,Yunuslar,57.27393446994727,Yunuslar,38.4511789658,27.1041118947,12
Caddeboyu Balık,38.451355,27.10473,3.0,Unknown,['Seafood'],,"Cemal Gürsel Cad., 35480 İzmir, Turkey",57.27379003503993,yelp,Yunuslar,57.27393446994727,Yunuslar,38.4511789658,27.1041118947,12
Dönerci Vahap Usta,38.459222,27.107873,5.0,Unknown,"['Turkish', 'Kebab']",902323690533.0,"1879 Sok. No: 91/B, 35580 İzmir, Turkey",1089.9067878447902,yelp,Yunuslar,952.4246759436152,Yunuslar,38.4511789658,27.1041118947,12
Peri Art Cafe,38.45425,27.10059,4.35,2.0,Café,,Karşıyaka,458.0,foursquare,Bostanlı iskele ,337.31901791344046,Bostanlı iskele ,38.45471,27.096761,12
Ler Cafe,38.454542,27.100782,4.2,1.0,Café,,2008 Sok 1A Bostanlı (Bostanlı),484.0,foursquare,Bostanlı iskele ,350.6344774280055,Bostanlı iskele ,38.45471,27.096761,12
Cafe Park,38.455285,27.098378,4.05,2.0,Café,(0232) 362 72 29,"Bostanli, İzmir",159.0,foursquare,Bostanlı iskele ,154.63949147081345,Bostanlı iskele ,38.45471,27.096761,12
Selanik Meyhanesi,38.457335,27.097683,4.25,Unknown,Meyhane,0544 305 40 70,"Cemal Gürsel Cad No:77/1 A (Bostanlı Camii), 35290 İzmir",305.0,foursquare,Bostanlı iskele ,302.7267783877962,Bostanlı iskele ,38.45471,27.096761,12
Kokoreççi Baki Usta,38.457469,27.097431,4.4,2.0,Kokoreç Restaurant,(0232) 362 19 82,"Cemal Gürsel Cad No:500/B Bostanli Karsiyaka Izmir, İzmir",334.0,foursquare,Bostanlı iskele ,312.285140280436,Bostanlı iskele ,38.45471,27.096761,12
Gourmet,38.456898,27.099458,4.4,1.0,Bakery,(0232) 362 68 78,"1794 Sok, 35540 İzmir",337.0,foursquare,Bostanlı iskele ,338.1471563055339,Bostanlı iskele ,38.45471,27.096761,12
Karaf Meyhane,38.457893,27.096322,4.45,Unknown,Meyhane,,"Cemal Gürsel Cad No:97/B, Karşıyaka",395.0,foursquare,Bostanlı iskele ,355.9922212641675,Bostanlı iskele ,38.45471,27.096761,12
Bostanli Uskup Restoran,38.458094,27.09687,4.15,3.0,Seafood,0532 320 05 74,"Cemal Gursel Cad No: 516/A Karsiyaka, Karşıyaka",421.0,foursquare,Bostanlı iskele ,376.40384377794163,Bostanlı iskele ,38.45471,27.096761,12
Aralık Sonu Ocakbaşı,38.45606,27.099699,4.5,1.0,['Barbeque'],902323370574.0,"Cemal Gürsel Cad., 1788 Sok. No:3/A, 35590 İzmir, Turkey",1197.63315545366,yelp,Bostanlı iskele ,296.61882457021466,Bostanlı iskele ,38.45471,27.096761,12
Bostanlı Temiz Mandıra,38.4552108603492,27.0999070976692,4.4,Unknown,"['Seafood', 'Turkish', 'Breakfast & Brunch']",902323623400.0,"Bostanlı Mah., Cemal Gürsel Cad. No:476/3A, 35590 İzmir, Turkey",1127.402976046071,yelp,Bostanlı iskele ,279.55516994435015,Bostanlı iskele ,38.45471,27.096761,12
Giritli Restaurant,38.453369,27.097099,4.4,Unknown,"['Turkish', 'Greek']",902327121188.0,"Hurriyet Bulv. No  38, 35590 İzmir, Turkey",657.4437177907818,yelp,Bostanlı iskele ,151.98956307840336,Bostanlı iskele ,38.45471,27.096761,12
Denizpark Cafe & Restaurant,38.453428,27.096904,4.3,3.0,"['Breakfast & Brunch', 'Turkish', 'Cafes']",902323300029.0,"Hasan Ali Yücel Blv., Karşıyaka, 35590 İzmir, Turkey",675.646248786393,yelp,Bostanlı iskele ,143.09491716543675,Bostanlı iskele ,38.45471,27.096761,12
Meşhur Midyeci Ahmet,38.45764,27.098856,4.4,2.0,['Seafood'],902323622610.0,"Bostanlı Mah. Şehitler Bulv., No: 10/B, 35590 İzmir, Turkey",851.8252306519715,yelp,Bostanlı iskele ,373.3960200352544,Bostanlı iskele ,38.45471,27.096761,12
Kalispera Restaurant,38.4578411,27.0971268,4.8,Unknown,['Turkish'],902323305051.0,"Cemal Gürsel Cad. No: 520/A, Bostanlı, 35590 İzmir, Turkey",958.5056498678548,yelp,Bostanlı iskele ,349.6168976649742,Bostanlı iskele ,38.45471,27.096761,12
Fuat'in Yeri,38.45703,27.097853,5.0,Unknown,"['Tapas/Small Plates', 'Pubs']",902323621046.0,"Bostanlı Mah., 1807/2. Sk No:16, 35600 İzmir, Turkey",848.7168103682509,yelp,Bostanlı iskele ,274.9386931928723,Bostanlı iskele ,38.45471,27.096761,12
Sir Winston Tea House,38.454536,27.100211,4.0,3.0,"['Coffee & Tea', 'Cafes']",902323309575.0,"Bostanlı Mah. Cemal Gürsel Cad., No: 474/A, Eski Böcük Yeri, İzmir, Turkey",504.70564634085,yelp,Bostanlı iskele ,301.0379553636222,Bostanlı iskele ,38.45471,27.096761,12
Olta Balık,38.4545425,27.1001716,3.8,Unknown,['Seafood'],902323370461.0,"Cemal Gürsel Cad. 476/5 A Bostanlı, Karşıyaka, 35590 İzmir, Turkey",507.5534724855476,yelp,Bostanlı iskele ,297.5681710229489,Bostanlı iskele ,38.45471,27.096761,12
Doyuran Pide,38.456828,27.098532,4.0,1.0,['Turkish'],902323369176.0,"Bostanlı Mah., Yalı Cad. No: 73, 35590 İzmir, Turkey",281.50685994331576,yelp,Bostanlı iskele ,281.5075698350167,Bostanlı iskele ,38.45471,27.096761,12
Aşcı Balık Restoran,38.457918,27.096874,5.0,Unknown,['Seafood'],902323366635.0,"Bostanlı Mah., Cemal Gürsel Cad. No: 516/C, 35540 İzmir, Turkey",356.84860708354495,yelp,Bostanlı iskele ,356.84950696788707,Bostanlı iskele ,38.45471,27.096761,12
The Best Cafe,38.4585686,27.0964699,4.0,1.0,"['Coffee & Tea', 'Cafes']",902323622041.0,"Bostanlı Mah., 1807 Sok. No: 71/A, 35590 İzmir, Turkey",256.0625175962724,yelp,Bostanlı iskele ,429.8054213838176,Bostanlı iskele ,38.45471,27.096761,12
Muhtelif Meyhane,38.456033,27.094959,4.4,Unknown,Meyhane,0530 861 98 83,"Suat Gürbüzer Sok No:9/A, 35590 Karşıyaka",230.0,foursquare,Bostanlı Odağı,202.53228652412832,Bostanlı Odağı,38.456065695,27.0926334293,24
Gets Refined Patisserie,38.456943,27.095484,4.15,1.0,Bakery,,35590 İzmir,279.0,foursquare,Bostanlı Odağı,266.69436852685016,Bostanlı Odağı,38.456065695,27.0926334293,24
Tuzu Biberi Kahvaltı Ve Yemek Evi,38.456256,27.094229,4.1,2.0,Turkish,(0232) 330 08 88,"1807 / 1 Sok, No: 16 / Cad, Denizbostanlısı (Hasan Ali Yücel Bulvari), 35590 Karşıyaka",283.0,foursquare,Bostanlı Odağı,140.53677102940705,Bostanlı Odağı,38.456065695,27.0926334293,24
RCS Cafe,38.458792,27.094241,4.1,2.0,Café,(0232) 330 30 43,"Cengiz Topel Cad, No: 4, A, 35540 Karşıyaka",325.0,foursquare,Bostanlı Odağı,333.9079313264495,Bostanlı Odağı,38.456065695,27.0926334293,24
The Huch,38.459183,27.092434,4.25,2.0,Café,,"Cengiz Topel Cad No:21 A (cengiz topel), 35000 İzmir",346.0,foursquare,Bostanlı Odağı,347.06368215922436,Bostanlı Odağı,38.456065695,27.0926334293,24
Dodi Çiğ Börek,38.458256,27.096178,4.1,Unknown,Borek,(0232) 330 75 57,"Şehitler Bul No: 9/E, Karşıyaka Merkez, 35160 İzmir",406.0,foursquare,Bostanlı Odağı,393.16101481044086,Bostanlı Odağı,38.456065695,27.0926334293,24
Karşıyaka Meze Evi Ev Yemekleri,38.458715,27.096397,4.55,2.0,Restaurant,(0232) 336 90 00,İzmir,449.0,foursquare,Bostanlı Odağı,440.65346021975756,Bostanlı Odağı,38.456065695,27.0926334293,24
Boğaziçi Restaurant Bostanlı,38.460367,27.090809,4.5,3.0,Turkish,(0232) 330 00 13,"Cengiz Topel Cad No: 38 / B Bostanlı (Bostanlı), 35540 Karşıyaka",543.0,foursquare,Bostanlı Odağı,503.97557288655537,Bostanlı Odağı,38.456065695,27.0926334293,24
Black Jack BBQ,38.4599246,27.0915884,5.0,Unknown,"['Barbeque', 'Steakhouses', 'Cocktail Bars']",902323373729.0,"Cengiz Topel Cad. No:32/A, Bostanlı, 35590 İzmir, Turkey",716.2353990945,yelp,Bostanlı Odağı,438.63330147026744,Bostanlı Odağı,38.456065695,27.0926334293,24
Cafe Ponte Cheese Cake House,38.4582116165063,27.0950116342481,4.4,2.0,"['Coffee & Tea', 'Desserts', 'Cafes']",902323628444.0,"Bostanlı Mah., Bestekar Yusuf Nalkesen Sok. No:14/A, 35540 İzmir, Turkey",418.0973489036039,yelp,Bostanlı Odağı,315.9423158389708,Bostanlı Odağı,38.456065695,27.0926334293,24
Alin's Cafe & Restaurant,38.459276,27.093125,4.0,2.0,"['Bars', 'Italian', 'Cafes']",902323303518.0,"Cengiz Topel Cad. No:26/A, Bostanlı, 35590 İzmir, Turkey",359.526207068554,yelp,Bostanlı Odağı,359.5271137050658,Bostanlı Odağı,38.456065695,27.0926334293,24
Paprica,38.4597988,27.091565,3.7,3.0,"['Italian', 'Bars']",902323302804.0,"Cengiz Topel Cad. No:32 / A Bostanlı, Karşıyaka, 35590 İzmir, Turkey",635.4154788909298,yelp,Bostanlı Odağı,425.40012178884825,Bostanlı Odağı,38.456065695,27.0926334293,24
Köfteci Yalçın Baba,38.461835,27.086263,4.25,1.0,Food Truck,,"Bostanlı Cep, İzmir",132.0,foursquare,Bostanlı Spor Tesisleri,121.45399993439786,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Yasemin Cafe,38.462527,27.084649,4.1,1.0,Café,(0232) 330 90 80,"Cemal Gürsel Cad, 35530 Karşıyaka",29.0,foursquare,Bostanlı Spor Tesisleri,41.735078970840924,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Çukutala Café,38.461646,27.089248,4.2,1.0,Bakery,(0232) 330 44 11,"Cengiz Topel Cad No: 46/1-d (Cengiz Topel), Karşıyaka",385.0,foursquare,Bostanlı Spor Tesisleri,378.24835699188026,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Pizza Rucola,38.464193,27.090012,4.3,2.0,Pizza,0850 279 7936,"Bestekar Sadi Hoşses Sok No:42/A, Karşıyaka",482.0,foursquare,Bostanlı Spor Tesisleri,489.043460719329,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Shebo's Sandwich & Burger,38.464193,27.090012,4.15,2.0,Burgers,(0232) 336 00 66,"Bestekar Sadi Hoşses Sok No:42B, 35550 Karşıyaka",477.0,foursquare,Bostanlı Spor Tesisleri,489.043460719329,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Yuka Brasserie,38.461422,27.089051,3.55,Unknown,Brasserie,,"Cengiz Topel Cad No46/B, İzmir",375.0,foursquare,Bostanlı Spor Tesisleri,366.83038355455807,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Offal Food,38.46478,27.090993,4.4,Unknown,Dining and Drinking,(0232) 300 03 60,"Cahar Dudayev Bul No:157/C Karşıyaka, 35590 İzmir",594.0,foursquare,Bostanlı Spor Tesisleri,594.8661813635513,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Kemal Usta Et & Köfte,38.466098,27.089745,4.2,4.0,Steakhouse,(0232) 336 23 24,"Caher Dudayev Bul No: 139/B Atakent, Bostanli, 35550 Karşıyaka",584.0,foursquare,Bostanlı Spor Tesisleri,596.3976598537191,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Bosstanlı Meyhane,38.4630252430668,27.092684134841,5.0,Unknown,['Tabernas'],902323306300.0,"Bostanlı Mah., 6352. Sk. No:2/A, 35590 İzmir, Turkey",990.41269866441,yelp,Bostanlı Spor Tesisleri,676.9119425277211,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Mangal Style,38.464643146662,27.0908845825186,4.0,Unknown,['Barbeque'],,"Atakent, 35540 Karşıyaka, Turkey",965.8468801546225,yelp,Bostanlı Spor Tesisleri,579.4223397562116,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Hong Kong Restaurant & Bistro,38.463452,27.092616,3.5,2.0,['Bistros'],902323308118.0,"6349 Sok. No:4/A-B, Bostanlı, 35590 İzmir, Turkey",678.7521090073294,yelp,Bostanlı Spor Tesisleri,678.7538206537863,Bostanlı Spor Tesisleri,38.4622502557,27.0849728096,40
Hayyam Meyhanesi,38.467417,27.087215,4.15,Unknown,Meyhane,(0232) 486 12 86,"Caher Dudayev BLV. No:106/A, Karşıyaka",606.0,foursquare,Mavişehir Balıkçı Barınağı,527.4678742445701,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Alsancak Dostlar Fırını,38.469271,27.087166,4.5,1.0,Bakery,(0232) 330 92 02,"Caher Dudayev BLV. No: 107/B Atakent, Karşıyaka",635.0,foursquare,Mavişehir Balıkçı Barınağı,638.3689399331075,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Coffee House,38.4664077,27.0868205,4.0,2.0,"['Cafes', 'Coffee & Tea', 'Steakhouses']",902323301999.0,"Cahar Dudayev Blv., 2034 Sk. 10 6/ BAtakent, Karşıyaka, 35480 İzmir, Turkey",489.4767029095716,yelp,Mavişehir Balıkçı Barınağı,457.8354831809931,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Eşreff Fasıllı Meyhane,38.467744,27.086904,4.0,Unknown,"['Pubs', 'Restaurants']",902323624484.0,"2035. Sok. No: 8, Atakent Yüzme Havuzu Altında, İzmir, Turkey",633.5925496444321,yelp,Mavişehir Balıkçı Barınağı,519.9543388379143,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Rokka,38.465903,27.086547,4.5,Unknown,"['Turkish', 'Diners']",902323372233.0,"2034 Sok. No:106 Atakent, Karşıyaka, 35590 İzmir, Turkey",428.6673620409286,yelp,Mavişehir Balıkçı Barınağı,424.2694499084302,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Gondol Cafe & Restoran,38.464802367522,27.0837817783209,4.6,2.0,"['Cafes', 'Coffee & Tea']",902323304646.0,"Cemal Gürsel Cd., Karşıyaka, 35480 İzmir, Turkey",302.13461558554764,yelp,Mavişehir Balıkçı Barınağı,193.55289864866234,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Mavişehir Balıkçı Barınağı,38.46584,27.082076,4.4,2.0,['Seafood'],,"Mavişehir Sahil, 35590 İzmir, Turkey",472.1654804145968,yelp,Mavişehir Balıkçı Barınağı,55.132380471054915,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Meyhane Saki,38.467673,27.086931,4.2,3.0,"['Turkish', 'Seafood']",902323308086.0,"Atakent Mah., 2035 Sok. No: 28-30, İzmir, Turkey",626.6197992728834,yelp,Mavişehir Balıkçı Barınağı,518.1623915397578,Mavişehir Balıkçı Barınağı,38.465435,27.0817107,12
Denizkent Cafe,38.467592,27.077341,3.95,2.0,Café,,"Sahil Yol, Karşıyaka",440.0,foursquare,Mavişehir,174.55837730039997,Mavişehir,38.4674834,27.0793412,8
Deniz Kent Restaurant,38.467463,27.076579,3.95,3.0,Seafood,(0232) 324 10 20,"2043 Sok, No: 9, Denizbostanlısı, 35510 Karşıyaka",485.0,foursquare,Mavişehir,240.49186852473954,Mavişehir,38.4674834,27.0793412,8
Engözde Et Döner,38.471886,27.084608,4.0,Unknown,Restaurant,,35550 İzmir,670.0,foursquare,Mavişehir,670.7447082218939,Mavişehir,38.4674834,27.0793412,8
"Girit Adasi Balikevi, Mavisehir",38.471633,27.085263,3.85,3.0,Fish and Chips Shop,(0232) 337 34 34,"Cahar Dudayevbulvari No79/A Mavişehir-İzmir, 35530 İzmir",677.0,foursquare,Mavişehir,691.8751612900961,Mavişehir,38.4674834,27.0793412,8
01 Adana Sofrası,38.472348,27.08398,5.0,Unknown,"['Turkish', 'Kebab']",902323300801.0,"Mavişehir Mah. Cahar Dadayev Bulv., No: 66/A, İzmir, Turkey",793.6721153696517,yelp,Mavişehir,675.0455113290208,Mavişehir,38.4674834,27.0793412,8
Pidezza Grande,38.472364,27.085475,5.0,Unknown,"['Pizza', 'Pita']",902323307464.0,"6497 Sok. No:8/A, Mavişehir, 35590 İzmir, Turkey",837.2701757393263,yelp,Mavişehir,761.3654297307562,Mavişehir,38.4674834,27.0793412,8
Bay Döner,38.469788,27.074849,4.0,1.0,['Turkish'],902323246699.0,"Mavişehir mh., Karşıyaka, 35590 İzmir, Turkey",467.5687168978708,yelp,Mavişehir,467.5698959879974,Mavişehir,38.4674834,27.0793412,8
Denizkent Kafe,38.467401462707,27.077170460081,5.0,2.0,['Cafes'],902323247252.0,"2043. Sok. No:9, Mavişehir, 35590 İzmir, Turkey",189.20688628851823,yelp,Mavişehir,189.20736341791974,Mavişehir,38.4674834,27.0793412,8
Soydan Lokantası,38.469788,27.074849,4.0,2.0,['Turkish'],902323245422.0,"2040. Sok. Ege Park Mavişehir Moda ve Alışveriş Merkezi No: 104 D: 222 K: 2, İzmir, Turkey",578.1171452554183,yelp,Mavişehir,467.5698959879974,Mavişehir,38.4674834,27.0793412,8
Has Kahve Evi,38.469788,27.074849,3.0,Unknown,"['Coffee & Tea', 'Cafes']",902323302899.0,"2040. Sok. Ege Park Mavişehir Moda ve Alışveriş Merkezi No: 104 D: 54 K: 2, İzmir, Turkey",578.1171452554183,yelp,Mavişehir,467.5698959879974,Mavişehir,38.4674834,27.0793412,8
Tchibo,38.469788,27.074849,4.0,1.0,"['Coffee & Tea', 'Cafes']",902323241148.0,"2040. Sok. Ege Park Mavişehir Moda ve Alışveriş Merkezi No: 101 K: 1, Ege Park Mavişehir Moda Ve Alışveriş Merkezi 1. Katında, İzmir, Turkey",578.1171452554183,yelp,Mavişehir,467.5698959879974,Mavişehir,38.4674834,27.0793412,8
Harbi-ye Dürüm Kebap,38.471087,27.074305,3.95,Unknown,Kebab,,"Ege Park Mavişehir Avm (2040 Sokak), İzmir",603.0,foursquare,Mavi Bahçe,435.22274981407577,Mavi Bahçe,38.4749864,27.0747371,12
Gold Yengeç Restaurant,38.472546,27.075499,3.95,3.0,Seafood,(0232) 502 50 20,"Caher Dudayev BLV. No:40, 35590 Karşıyaka",637.0,foursquare,Mavi Bahçe,279.34869719044934,Mavi Bahçe,38.4749864,27.0747371,12
Dükkan Sandwich Kumru,38.471959,27.074518,4.1,2.0,Fast Food,,"2040/4 Sok No:8, İzmir",671.0,foursquare,Mavi Bahçe,337.1719182726671,Mavi Bahçe,38.4749864,27.0747371,12
Nappo,38.472702,27.074895,3.9,2.0,Pizza,0545 436 27 76,"Aziz Nesin Bul Cad Blok Giris Kat, Carsi Alani No:24 D:Z04, 35590 İzmir",681.0,foursquare,Mavi Bahçe,254.3856992280477,Mavi Bahçe,38.4749864,27.0747371,12
Tavuk Dünyası,38.47311,27.074049,4.1,2.0,Fried Chicken,(0232) 502 17 92,"Caher Dudayev Bul Mavi Bahçe Alışveriş Merkezi, 35590 Karşıyaka",214.0,foursquare,Mavi Bahçe,217.0749558961393,Mavi Bahçe,38.4749864,27.0747371,12
Midpoint,38.473585,27.074932,3.75,3.0,Dining and Drinking,(0232) 502 18 05,"Caher Dudayev Bul Mavi Bahçe Alışveriş Merkezi, Denizbostanlısı, 35590 Karşıyaka",167.0,foursquare,Mavi Bahçe,156.74973679733904,Mavi Bahçe,38.4749864,27.0747371,12
Padre Brasserie By Ferdi,38.477138,27.074727,4.15,2.0,Pizza,,"6522 Sok No:3, Karşıyaka",227.0,foursquare,Mavi Bahçe,239.24895766210125,Mavi Bahçe,38.4749864,27.0747371,12
Ferdi Baba,38.477071,27.074854,4.0,3.0,Seafood,0535 660 07 88,"6522 Sok No:3, Karşıyaka",218.0,foursquare,Mavi Bahçe,232.02054156896196,Mavi Bahçe,38.4749864,27.0747371,12
Kent Spor&Cafe,38.474021,27.076429,3.85,2.0,Café,,İzmir,195.0,foursquare,Mavi Bahçe,182.25362939557718,Mavi Bahçe,38.4749864,27.0747371,12
Baba Pizza Hilltown,38.476944,27.074974,3.85,2.0,Pizza,,"6522 Sok No:3 (Caher Dudayev bulvarı), 35560 İzmir",218.0,foursquare,Mavi Bahçe,218.65019138215322,Mavi Bahçe,38.4749864,27.0747371,12
Breeze Brasserie,38.477378,27.074661,4.25,Unknown,Restaurant,0538 041 25 34,"Caner Dudayev Bul, Mavibahçe Avm, Karşıyaka",278.0,foursquare,Mavi Bahçe,266.0166605017496,Mavi Bahçe,38.4749864,27.0747371,12
Fabrice,38.477138,27.074727,3.9,Unknown,Restaurant,0533 158 03 70,"6522 Sok No:3, Karşıyaka",238.0,foursquare,Mavi Bahçe,239.24895766210125,Mavi Bahçe,38.4749864,27.0747371,12
The Hunger,38.477545,27.074809,4.15,Unknown,Restaurant,(0232) 324 33 35,"6522 Sok No:3, Karşıyaka",272.0,foursquare,Mavi Bahçe,284.5725800110737,Mavi Bahçe,38.4749864,27.0747371,12
Zekeriya Usta Kokoreç,38.480802,27.075549,4.55,2.0,Turkish,,"Carrefour Arkası (Mavişehir), İzmir",735.0,foursquare,Mavi Bahçe,650.5167452279411,Mavi Bahçe,38.4749864,27.0747371,12
Nappo Pizza,38.472329,27.074229,5.0,Unknown,['Pizza'],905454362776.0,"Mavişehir Mah., Aziz Nesin Blv. C Blok No:24-Z0, 35590 İzmir, Turkey",1005.9331347255254,yelp,Mavi Bahçe,298.78204902233404,Mavi Bahçe,38.4749864,27.0747371,12
Ali Kaptan,38.475208,27.077375,4.3,2.0,['Turkish'],,"Caher Dudayev Bulv., 35590 İzmir, Turkey",875.8249624751378,yelp,Mavi Bahçe,230.9533981499311,Mavi Bahçe,38.4749864,27.0747371,12
Kahve Diyarı,38.470802,27.074823,4.0,Unknown,"['Coffee & Tea', 'Cafes']",902323243400.0,"Mavişehir Mah., 2040 Sok. Ege Park Mavişehir Moda ve Alışveriş Merkezi No: 104 D: 236 K: 2, Ege Park Mavişehir Alışveriş Merkezi 2. Katında, İzmir, Turkey",539.3460680914368,yelp,Mavi Bahçe,465.3447974938012,Mavi Bahçe,38.4749864,27.0747371,12
OT,38.471219,27.074863,1.0,Unknown,"['Coffee & Tea', 'Cafes']",902325022849.0,"Şenlikler Mah., 2040. Sok. No:104, 35590 İzmir, Turkey",569.6811725084677,yelp,Mavi Bahçe,419.0597104846575,Mavi Bahçe,38.4749864,27.0747371,12
Big Chef,38.47656,27.077401,3.5,2.0,"['Coffee & Tea', 'Cafes', 'Brasseries']",,"Mavibahçe AVM, Caher Dudayev Blv. 6521. Sok., 35550 İzmir, Turkey",290.5035086343884,yelp,Mavi Bahçe,290.50424121220885,Mavi Bahçe,38.4749864,27.0747371,12
